Lavochkin La-250,USSR,1956,Prototype,5
Letov Š-3,Czechoslovakia,1922,Prototype,2
Letov Š-4,Czechoslovakia,1922,Production,20
Letov Š-7,Czechoslovakia,1923,Prototype,1
Letov Š-12,Czechoslovakia,1924,Prototype,1
Letov Š-13,Czechoslovakia,1924,Prototype,1
Letov Š-14,Czechoslovakia,1924,Prototype,1
Letov Š-20,Czechoslovakia,1925,Production,117
Letov Š-22,Czechoslovakia,1926,Prototype,1
Letov Š-31,Czechoslovakia,1929,Production,32
Letov Š-231,Czechoslovakia,1933,Production,25
Levasseur PL.5,France,1924,Production,24
Levasseur PL.6,France,1926,Prototype,1
Levy-Biche LB.2 & LB.6,France,1927,Production,26
LFG Roland D.II,Germany,1916,Production,300
LFG Roland D.III,Germany,1916,Production,20
LFG Roland D.VI,Germany,1917,Production,350
Lioré et Olivier LeO 7,France,1922,Production,33
Liuchow Kwangsi Type 3,Taiwan,1937,Prototype,1
Lloyd 40.15,Austria-Hungary,1918,Prototype,1
Lloyd 40.16,Austria-Hungary,1918,Prototype,1
Lockheed YP-24,US,1931,Prototype,1
Lockheed P-38 Lightning,US,1939,Production,10037
Lockheed XP-49,US,1942,Prototype,1
Lockheed XP-58 Chain Lightning,US,1944,Prototype,1
Lockheed P-80 Shooting Star,US,1944,Production,1715
Lockheed XF-90,US,1949,Prototype,2
Lockheed F-94/F-97 Starfire,US,1949,Production,855
Lockheed F-104 Starfighter,US,1954,Production,2578
Lockheed YF-12,US,1963,Prototype,3
Lockheed Martin F-22 Raptor,US,1997,Operational,195
Lockheed Martin F-35 Lightning II,US/UK,2006,Operational,555
Lockheed XFV,US,1953,Prototype,1
Loening M-8,US,1918,Production,55
Loening PA-1,US,1922,Prototype,1
Loening PW-2,US,1918,Production,7
Lohner 10.20 Spuckerl,Austria-Hungary,1916,Prototype,2
Lohner Type AA,Austria-Hungary,1917,Prototype,1
Lohner Type A/Dr.I,Austria-Hungary,1917,Prototype,1
Loire 43,France,1932,Prototype,1
Loire 45,France,1933,Prototype,1
Loire 46,France,1934,Production,61
Loire 210 Floatplane,France,1935,Production,21
Loire 250,France,1935,Prototype,1
Loire-Nieuport LN.160/161/SNCAO 161,France,1935,Prototype,3
Loring C-1,Spain,1927,Prototype,1
LVG E.I,Germany,1915,Prototype,1
LVG D 10,Germany,1916,Prototype,1
LVG D.II,Germany,1916,Prototype,1
LVG D.III,Germany,1917,Prototype,1
LVG D.IV,Germany,1918,Prototype,1
LVG D.V,Germany,1918,Prototype,1
LVG D.VI,Germany,1918,Prototype,1
Macchi C.200,Italy,1937,Production,1153
Macchi C.201,Italy,1940,Prototype,2
Macchi C.202,Italy,1940,Production,1200
Macchi C.205,Italy,1942,Production,262
Macchi M.5,Italy,1917,Production,244
Macchi M.6,Italy,1917,Prototype,1
Macchi M.7,Italy,1918,Production,110
Macchi M.14,Italy,1918,Production,11
Macchi M.26,Italy,1924,Prototype,2
Macchi M.41 & M.41bis,Italy,1927,Production,42
Macchi M.71,Italy,1930,Production,12
Manfred Weiss WM-23,Hungary,1941,Prototype,1
Mann Egerton Type H,UK,1917,Prototype,2
Mann & Grimmer M.1 Two-seat fighter,UK,1915,Prototype,1
Marchetti MVT/SIAI S.50,Italy,1919,Prototype,3
Marinens Flyvebaatfabrikk M.F.9,Norway,1925,Production,10
Mark D.I,Germany,1918,Prototype,2
Martin-Baker MB 2,UK,1938,Prototype,1
Martin-Baker MB 3,UK,1942,Prototype,1
Martin-Baker MB 5,UK,1944,Prototype,1
Martinsyde F.1,UK,1917,Prototype,2
Martinsyde Buzzard,UK,1918,Production,370
Martinsyde G.100,UK,1916,Production,271
MÁVAG Héja,Hungary,1940,Production,204
McDonnell XP-67,US,1944,Prototype,1
McDonnell XF-85 Goblin,US,1948,Prototype,2
McDonnell XF-88,US,1948,Prototype,2
McDonnell F-101 Voodoo,US,1954,Production,807
McDonnell Douglas AV-8B Harrier II Plus,US/UK,1993,Operational,133
McDonnell Douglas F-15 Eagle,US,1972,Operational,1196
McDonnell Douglas F-15E Strike Eagle,US,1986,Operational,418
McDonnell Douglas F/A-18 Hornet,US,1978,Operational,1480
McDonnell FH Phantom,US,1945,Production,62
McDonnell F2H Banshee,US,1947,Production,895
McDonnell F3H Demon,US,1951,Production,519
McDonnell Douglas F4H/F-110/F-4 Phantom II,US,1958,Operational,5195
Messerschmitt Bf 109,Germany,1935,Production,33984
Messerschmitt Bf 110,Germany,1936,Production,6170
Messerschmitt Me 163,Germany,1941,Production,370
Messerschmitt Me 209 (1943),Germany,1943,Prototype,4
Messerschmitt Me 210,Germany,1939,Production,90
Messerschmitt Me 262/Avia S-92,Germany,1941,Production,1430
Messerschmitt Me 263,Germany,1945,Prototype,3
Messerschmitt Me 309,Germany,1942,Prototype,4
Messerschmitt Me 310,Germany,1943,Prototype,1
Messerschmitt Me 328,Germany,1944,Prototype,9
Messerschmitt Me 410,Germany,1942,Production,1200
Mikhelson/Korvin MK-1 Rybka,USSR,1923,Prototype,1
Mikoyan-Gurevich I-210,USSR,1941,Prototype,1
Mikoyan-Gurevich I-211,USSR,1943,Prototype,1
Mikoyan-Gurevich I-220,USSR,1943,Prototype,2
Mikoyan-Gurevich I-221,USSR,1943,Prototype,1
Mikoyan-Gurevich I-222,USSR,1944,Prototype,1
Mikoyan-Gurevich I-224,USSR,1944,Prototype,1
Mikoyan-Gurevich I-225,USSR,1944,Prototype,2
Mikoyan-Gurevich I-230,USSR,1942,Prototype,7
Mikoyan-Gurevich I-231,USSR,1943,Prototype,1
Mikoyan-Gurevich I-250,USSR,1945,Prototype,12
Mikoyan-Gurevich I-70 & 270,USSR,1946,Prototype,2
Mikoyan-Gurevich I-320,USSR,1949,Prototype,2
Mikoyan-Gurevich I-370/I-1/I-2,USSR,1955,Prototype,1
Mikoyan-Gurevich I-380/I-3,USSR,1956,Prototype,2
Mikoyan-Gurevich I-75,USSR,1958,Prototype,2
Mikoyan-Gurevich MiG-1,USSR,1940,Production,103
Mikoyan-Gurevich MiG-3,USSR,1940,Production,3172
Mikoyan-Gurevich MiG-5/DIS,USSR,1941,Prototype,2
Mikoyan-Gurevich MiG-7,USSR,1941,Prototype,1
Mikoyan-Gurevich MiG-9,USSR,1946,Production,598
Mikoyan-Gurevich MiG-15,USSR,1947,Production,18000
Mikoyan-Gurevich MiG-17,USSR,1950,Production,10603
Mikoyan-Gurevich MiG-19,USSR,1953,Production,2172
Mikoyan-Gurevich MiG-21,USSR,1955,Operational,11496
Mikoyan-Gurevich MiG-21PD,USSR,1966,Prototype,1
Mikoyan-Gurevich MiG-23PD,USSR,1967,Prototype,1
Mikoyan-Gurevich MiG-23,USSR,1967,Operational,5047
Mikoyan-Gurevich MiG-25,USSR,1964,Operational,1190
Mikoyan MiG-29,USSR,1977,Operational,1600
Mikoyan MiG-31,USSR,1975,Operational,500
Mikoyan MiG-35,Russia,2007,Prototype,10
Mikoyan-Gurevich SM-12,USSR,1957,Prototype,3
Mikoyan-Gurevich Ye-150 & Ye-152,USSR,1959,Prototype,4
Mikoyan-Gurevich Ye-8,USSR,1962,Prototype,2
Mikoyan Project 1.44,Russia,2000,Prototype,2
Miles M.20,UK,1940,Prototype,2
Miles M.35 Libellula,UK,1942,Prototype,1
Miles Master Fighter,UK,1940,Production,26
Militär-Apparat MA-7,Switzerland,1925,Prototype,1
Mitsubishi 1MF,Japan,1921,Production,138
Mitsubishi 1MF2,Japan,1928,Prototype,2
Mitsubishi 1MF9,Japan,1927,Prototype,2
Mitsubishi 1MF10,Japan,1933,Prototype,2
Mitsubishi A5M,Japan,1935,Production,1094
Mitsubishi A6M Zero,Japan,1939,Production,10939
Mitsubishi A7M,Japan,1944,Prototype,8
Mitsubishi X-2 Shinshin,Japan,2016,Prototype,1
Mitsubishi F-1,Japan,1975,Production,77
Mitsubishi F-2,Japan/US,1995,Operational,98
Mitsubishi F-3,Japan/US,2040,Project,0
Mitsubishi G6M,Japan,1940,Production,30
Mitsubishi J2M,Japan,1942,Production,621
Mitsubishi J8M/Ki-200,Japan,1945,Prototype,7
Mitsubishi Ka-8,Japan,1934,Prototype,2
Mitsubishi Ki-18,Japan,1935,Prototype,1
Mitsubishi Ki-33,Japan,1936,Prototype,2
Mitsubishi Ki-46-III KAI,Japan,1944,Production,200
Mitsubishi Ki-83,Japan,1944,Prototype,4
Mitsubishi Ki-109,Japan,1942,Production,24
Morane-Saulnier L/Pfalz E.III,France,1914,Production,600
Morane-Saulnier N,France,1915,Production,49
Morane-Saulnier I,France,1916,Production,4
Morane-Saulnier V,France,1916,Production,30
Morane-Saulnier AC,France,1916,Production,32
Morane-Saulnier AF,France,1917,Prototype,1
Morane-Saulnier AI,France,1917,Production,1210
Morane-Saulnier AN series,France,1918,Prototype,4
Morane-Saulnier M.S.121,France,1927,Prototype,1
Morane-Saulnier M.S.225,France,1932,Production,75
Morane-Saulnier M.S.325,France,1933,Prototype,1
Morane-Saulnier M.S.405,France,1935,Prototype,18
Morane-Saulnier M.S.406,France,1935,Production,1094
Morane-Saulnier M.S.410,France,1940,Production,74
Mosca-Bystritsky MBbis,Russia,1916,Production,50
Moskalyev SAM-13,USSR,1940,Prototype,1
Nakajima A2N,Japan,1929,Production,100
Nakajima A4N,Japan,1934,Production,221
Nakajima A6M2-N,Japan,1941,Production,327
Nakajima Army Type 91 Fighter,Japan,1928,Production,450
Nakajima C6N-1S,Japan,1943,Prototype,6
Nakajima J1N,Japan,1941,Production,479
Nakajima J5N,Japan,1944,Prototype,6
Nakajima Ki-8,Japan,1934,Prototype,5
Nakajima Ki-11,Japan,1934,Prototype,4
Nakajima Ki-12 & PE,Japan,1936,Prototype,2
Nakajima Ki-27,Japan,1936,Production,3368
Nakajima Ki-43 Hayabusa,Japan,1938,Production,5919
Nakajima Ki-44 Shoki,Japan,1940,Production,1225
Nakajima Ki-58,Japan,1939,Prototype,3
Nakajima Ki-84 Hayate,Japan,1943,Production,3514
Nakajima Ki-87,Japan,1945,Prototype,1
Nakajima Ki-116,Japan,1945,Prototype,1
Nakajima Kikka,Japan,1945,Prototype,2
Nakajima NAF-1,Japan,1933,Prototype,1
Nakajima NAF-2,Japan,1934,Prototype,2
Nanchang J-12,China,1970,Prototype,9
Nielsen & Winther Type AA,Denmark,1917,Production,6
Nieuport 10,France,1914,Production,300
Nieuport 11,France,1915,Production,900
Nieuport 16,France,1916,Production,300
Nieuport 17/21/23,France,1916,Production,4000
Nieuport 17bis & 23bis,France,1917,Production,101
Nieuport 24 & 24bis,France,1917,Production,700
Nieuport 25 & 27,France,1917,Production,1000
Nieuport 28,France,1917,Production,300
Nieuport-Delage NiD 29,France,1918,Production,1571
Nieuport Nie 31RH,France,1919,Prototype,1
Nieuport-Delage NiD 32RH,France,1919,Production,10
Nieuport-Delage NiD 37,France,1923,Prototype,1
Nieuport-Delage NiD 40,France,1923,Prototype,1
Nieuport-Delage NiD 42,France,1924,Production,31
Nieuport-Delage NiD 43,France,1924,Prototype,1
Nieuport-Delage NiD 48/48bis/481,France,1926,Prototype,2
Nieuport-Delage NiD 52,France,1927,Production,135
Nieuport-Delage NiD 62,France,1928,Production,322
Nieuport-Delage NiD 622,France,1930,Production,314
Nieuport-Delage NiD 626,France,1932,Production,12
Nieuport-Delage NiD 628,France,1932,Prototype,2
Nieuport-Delage NiD 629,France,1932,Production,50
Nieuport-Delage NiD 72,France,1928,Production,8
Nieuport-Delage NiD 82,France,1930,Prototype,1
Nieuport-Delage NiD 120 - NiD 125,France,1932,Production,11
Nieuport Nighthawk\Gloster Nighthawk,UK,1919,Production,70
Nikitin-Shevchenko IS,USSR,1940,Prototype,2
North American NA-50 & P-64,US,1939,Production,13
North American P-51 Mustang,US,1940,Production,16766
North American P-82/F-82 Twin Mustang,US,1945,Production,270
North American/Canadair/CAC F-86 Sabre,US,1947,Production,9860
North American FJ-1 Fury,US,1946,Production,31
North American FJ-2/-3 Fury,US,1951,Production,741
North American FJ-4 Fury,US,1954,Production,374
North American YF-93,US,1950,Prototype,2
North American F-100 Super Sabre,US,1953,Production,2294
North American F-107,US,1956,Prototype,3
Northrop XFT,US,1933,Prototype,1
Northrop XP-56 Black Bullet,US,1943,Prototype,2
Northrop P-61 Black Widow,US,1942,Production,742
Northrop XP-79,US,1945,Prototype,1
Northrop F-89 Scorpion,US,1948,Production,1050
Northrop F-5,US,1959,Operational,2246
Northrop YF-17,US,1974,Prototype,2
Northrop F-20 Tigershark,US,1982,Prototype,3
Northrop YF-23,US,1990,Prototype,2
NVI F.K.31,Netherlands,1923,Production,17
Oeffag D.III,Austria-Hungary,1917,Production,526
Orenco B,US,1918,Prototype,4
Orenco D,US,1919,Production,54
Packard-Le Peré LUSAC-11 & LUSAC-21,US,1918,Production,30
Panavia Tornado ADV,UK,1979,Production,218
Parnall Pipit,UK,1928,Prototype,2
Parnall Plover,UK,1922,Production,13
Parnall Puffin,UK,1920,Prototype,3
Parnall Scout,UK,1916,Prototype,1
Pashinin I-21,USSR,1940,Prototype,3
Pemberton-Billing P.B.9,UK,1914,Prototype,1
Pemberton-Billing Nighthawk,UK,1917,Prototype,1
Petlyakov Pe-3,USSR,1941,Production,360
Petlyakov VI-100,USSR,1939,Prototype,1
Pfalz D.III,Germany,1917,Production,1010
Pfalz D.IV,Germany,1916,Prototype,1
Pfalz D.VI,Germany,1917,Prototype,2
Pfalz D.VII,Germany,1917,Production,15
Pfalz D.VIII,Germany,1918,Production,40
Pfalz D.XII,Germany,1918,Production,800
Pfalz D.XIII,Germany,1918,Prototype,1
Pfalz D.XIV,Germany,1918,Prototype,3
Pfalz D.XV,Germany,1918,Prototype,2
Pfalz Dr.I,Germany,1917,Production,10
Pfalz Dr.II,Germany,1918,Prototype,2
Pfalz E.I,France/Germany,1915,Production,45
Pfalz E.II,France/Germany,1915,Production,130
Pfalz E.IV,France/Germany,1916,Production,46
Pfalz E.V,France/Germany,1916,Production,20
Phönix 20.14,Austria-Hungary,1917,Production,158
Phönix 20.15,Austria-Hungary,1917,Production,158
Phönix 20.16,Austria-Hungary,1917,Prototype,1
Phönix 20.22,Austria-Hungary,1917,Prototype,1
Phönix 20.23,Austria-Hungary,1917,Prototype,1
Phönix 20.24,Austria-Hungary,1917,Prototype,1
Phönix 20.25,Austria-Hungary,1917,Prototype,1
Phönix D.I,Austria-Hungary,1917,Production,158
Phönix D.II,Austria-Hungary,1917,Production,158
Phönix D.III,Austria-Hungary,1917,Production,158
Piaggio P.2,Italy,1923,Prototype,2
Piaggio P.119,Italy,1942,Prototype,1
Polikarpov DI-1,USSR,1926,Prototype,1
Polikarpov I-1,USSR,1923,Prototype,18
Polikarpov I-3,USSR,1928,Production,389
Polikarpov I-5,USSR,1930,Production,803
Polikarpov I-6,USSR,1930,Prototype,2
Polikarpov I-15,USSR,1933,Production,671
Polikarpov I-15bis,USSR,1937,Production,2408
Polikarpov I-152,USSR,1938,Prototype,3
Polikarpov I-153,USSR,1938,Production,3437
Polikarpov I-16,USSR,1933,Production,8644
Polikarpov I-17,USSR,1934,Prototype,3
Polikarpov I-180,USSR,1938,Prototype,13
Polikarpov I-185,USSR,1941,Prototype,4
Polikarpov I-190,USSR,1939,Prototype,2
Polikarpov ITP,USSR,1942,Prototype,2
Polikarpov TIS,USSR,1941,Prototype,2
Pomilio FVL-8,Italy,1919,Prototype,6
Pomilio Gamma,Italy,1918,Prototype,2
Pomilio PD,Italy,1917,Production,431
Ponnier M-1,France,1915,Production,20
Port Victoria P.V.1,UK,1916,Prototype,1
Port Victoria P.V.2 & P.V.2bis,UK,1916,Prototype,1
Port Victoria P.V.5 & P.V.5A,UK,1917,Prototype,2
Port Victoria P.V.7,UK,1917,Prototype,1
Port Victoria P.V.8,UK,1917,Prototype,1
Port Victoria P.V.9,UK,1917,Prototype,1
Potez XI,France,1922,Prototype,1
Potez 23,France,1924,Prototype,1
Potez 26,France,1924,Prototype,1
Potez 31,France,1929,Prototype,1
Potez 630,France,1936,Production,1360
Prajadhipok,Siam,1929,Prototype,1
Praga E-44,Czechoslovakia,1932,Prototype,2
Praga E-45,Czechoslovakia,1934,Prototype,1
Podlaska Wytwórnia Samolotów PWS-1 & 1bis,Poland,1927,Prototype,1
Podlaska Wytwórnia Samolotów PWS-10,Poland,1930,Production,80
PZL P.1,Poland,1929,Prototype,2
PZL P.6,Poland,1930,Prototype,1
PZL P.7,Poland,1930,Production,151
PZL P.8,Poland,1931,Prototype,2
PZL P.11,Poland,1931,Production,325
PZL P.24,Poland,1933,Production,192
PZL.38 Wilk,Poland,1938,Prototype,2
PZL.50 Jastrząb,Poland,1939,Prototype,1
Qaher-313,Iran,2100,Project,1
Reggiane Re.2000,Italy,1939,Production,180
Reggiane Re.2001,Italy,1940,Production,252
Reggiane Re.2002,Italy,1940,Production,225
Reggiane Re.2004,Italy,1942,Prototype,1
Reggiane Re.2005,Italy,1942,Production,48
Renard Epervier,Belgium,1928,Prototype,2
Renard R.36/R.37/R.38,Belgium,1937,Prototype,3
R.E.P. C.1,France,1918,Prototype,1
Republic P-43 Lancer,US,1940,Production,272
Republic P-47 Thunderbolt,US,1941,Production,15686
Republic XP-72,US,1944,Prototype,2
Republic F-84 Thunderjet,US,1946,Production,7524
Republic XF-96/F-84F Thunderstreak,US,1950,Production,3428
Republic XF-91 Thunderceptor,US,1949,Prototype,2
Republic F-105 Thunderchief,US,1955,Production,833
Rex D (1917),Germany,1917,Prototype,1
Rikugun Ki-93,Japan,1945,Prototype,2
Rockwell XFV-12,US,1977,Prototype,1
Rogožarski IK-3,Yugoslavia,1938,Production,12
Romano R-110,France,1938,Prototype,1
Roussel R.30,France,1939,Prototype,1
Royal Aircraft Factory B.E.2 Comic,UK,1915,Production,3500
Royal Aircraft Factory B.E.12,UK,1915,Production,601
Royal Aircraft Factory F.E.2,UK,1914,Production,1939
Royal Aircraft Factory F.E.8,UK,1915,Production,295
Royal Aircraft Factory N.E.1 night fighter,UK,1917,Prototype,6
Royal Aircraft Factory S.E.2,UK,1913,Prototype,1
Royal Aircraft Factory S.E.4,UK,1914,Prototype,1
Royal Aircraft Factory S.E.4a,UK,1915,Prototype,4
Royal Aircraft Factory S.E.5 & 5a,UK,1916,Production,5205
Rumpler 6B,Germany,1916,Production,88
Rumpler D.I,Germany,1917,Prototype,6
Ryan FR Fireball,US,1944,Production,66
Ryan XF2R Dark Shark,US,1946,Prototype,1
Saab 21,Sweden,1943,Production,298
Saab 21R,Sweden,1947,Production,64
Saab 29 Tunnan,Sweden,1948,Production,661
Saab 32 Lansen,Sweden,1952,Production,450
Saab 35 Draken,Sweden,1955,Production,644
Saab 37 Viggen,Sweden,1967,Production,329
Saab JAS 39 Gripen,Sweden,1988,Operational,235
Salmson-Béchereau SB-5,France,1925,Prototype,1
Saunders A.10,UK,1929,Prototype,3
Saunders-Roe SR.A/1,UK,1947,Prototype,3
Saunders-Roe SR.53,UK,1957,Prototype,2
Savoia-Marchetti SM.88,Italy,1939,Prototype,1
Savoia-Marchetti SM.91,Italy,1943,Prototype,2
Savoia-Marchetti SM.92,Italy,1943,Prototype,1
Schütte-Lanz D.I,Germany,1915,Prototype,1
Schütte-Lanz D.II,Germany,1915,Prototype,1
Schütte-Lanz D.III,Germany,1918,Prototype,1
Schütte-Lanz D.IV,Germany,1918,Prototype,1
SEA IV,France,1918,Production,117
SET XV,Romania,1934,Prototype,1
Seversky AP-9,US,1939,Prototype,1
Seversky P-35,US,1935,Production,136
Seversky XP-41,US,1939,Prototype,1
Shchetinin (Grigorovich) M-11 & M-12,Russia,1916,Production,61
Shenyang J-5,China,1956,Production,1952
Shenyang J-6,China,1958,Production,5202
Shenyang J-8 & J-8II,China,1969,Operational,390
Shenyang J-11,China,1998,Operational,278
Shenyang J-15,China,2009,Operational,24
Shenyang J-16,China,2011,Operational,50
Shenyang FC-31,China,2012,Prototype,2
Short Gurnard,UK,1929,Prototype,2
SIAI S.52,Italy,1924,Production,2
SIAI S.58,Italy,1924,Production,5
SIAI S.67,Italy,1930,Production,3
Siemens-Schuckert D.I,Germany,1916,Production,95
Siemens-Schuckert D.II,Germany,1917,Prototype,3
Siemens-Schuckert D.III,Germany,1917,Production,80
Siemens-Schuckert D.IV,Germany,1918,Production,123
Siemens-Schuckert D.V,Germany,1918,Prototype,1
Siemens-Schuckert D.VI,Germany,1918,Prototype,2
Siemens-Schuckert DDr.I,Germany,1917,Prototype,1
Siemens-Schuckert E.I/E.II/E.III,Germany,1915,Production,28
Sikorsky S-16,Russia,1915,Production,30
Sikorsky S-18,Russia,1917,Prototype,1
Sikorsky S-20,Russia,1916,Production,5
SNCAC (Centre) NC.1080,France,1949,Prototype,1
SNCAN (Nord) N.2200,France,1949,Prototype,1
SNCAO (Ouest) CAO.200,France,1939,Prototype,1
SNCASO (Sud Aviation) Vautour II,France,1952,Production,71
SNCASE Baroudeur,France,1953,Prototype,2
SNCASE (Sud-Est) Aquilon license-built DH Sea Venom,UK/France,1951,Production,91
SNCASE (Sud-Est) SE.100,France,1939,Prototype,1
SNCASE (Sud-Est) Durandal,France,1956,Prototype,2
SNCASO (Sud-Ouest) Espadon,France,1948,Prototype,1
SNCASO (Sud-Ouest) Trident,France,1953,Prototype,12
Sopwith Baby,UK,1915,Production,286
Sopwith Bulldog,UK,1918,Prototype,2
Sopwith Buffalo,UK,1918,Prototype,2
Sopwith Camel,UK,1916,Production,5490
Sopwith Dolphin,UK,1917,Production,2072
Sopwith Dragon,UK,1918,Prototype,200
Sopwith Gunbus,UK,1914,Production,23
Sopwith 3F.2 Hippo,UK,1917,Prototype,2
Sopwith Hispano-Suiza Triplane,UK,1916,Prototype,2
Sopwith 1½ Strutter,UK,1915,Production,5939
Sopwith L.R.T.Tr.,UK,1916,Prototype,1
Sopwith Pup,UK,1916,Production,1770
Sopwith Schneider,UK,1914,Production,136
Sopwith Snail,UK,1918,Prototype,2
Sopwith Snapper,UK,1919,Prototype,3
Sopwith Snark,UK,1919,Prototype,3
Sopwith Snipe,UK,1917,Production,2097
Sopwith Swallow,UK,1918,Prototype,1
Sopwith Triplane,UK,1916,Production,147
SPAD S.A-1/2/3/4/SG,France,1915,Production,99
SPAD S.VII,France,1916,Production,6000
SPAD S.XI Cn2,France,1917,Prototype,1
SPAD S.XII,France,1917,Production,20
SPAD S.XIII,France,1917,Production,8472
SPAD S.XIV,France,1917,Production,40
SPAD S.XV,France,1917,Prototype,5
SPAD S.XVII,France,1918,Production,20
SPAD S.XX,France,1918,Production,100
SPAD S.XXI,France,1918,Prototype,2
SPAD S.XXII,France,1919,Prototype,1
SPAD S.XXIV,France,1918,Prototype,1
Spijker/Spijker-Trompenburg V.3,Netherlands,1918,Prototype,1
Standard E-1,US,1917,Production,168
Sturtevant B,US,1916,Prototype,1
Sukhoi Su-1 & Su-3,USSR,1940,Prototype,2
Sukhoi Su-5,USSR,1945,Prototype,1
Sukhoi Su-7 (1944),USSR,1944,Prototype,1
Sukhoi Su-9 (1946),USSR,1946,Prototype,1
Sukhoi Su-11 (1947),USSR,1947,Prototype,1
Sukhoi Su-15 (1949),USSR,1949,Prototype,1
Sukhoi Su-7,USSR,1955,Production,1847
Sukhoi T-3,USSR,1956,Prototype,3
Sukhoi P-1,USSR,1957,Prototype,1
Sukhoi Su-9,USSR,1957,Production,1100
Sukhoi Su-11,USSR,1958,Production,108
Sukhoi Su-15,USSR,1962,Production,1290
Sukhoi Su-17/20/22,USSR,1966,Operational,2867
Sukhoi Su-27,USSR,1977,Operational,680
Sukhoi Su-30,Russia,1989,Operational,396
Sukhoi Su-32/Su-34,Russia,1990,Operational,15
Sukhoi Su-33,Russia,1987,Operational,24
Sukhoi Su-27M/Su-35,Russia,1988,Operational,18
Sukhoi Su-37,Russia,1996,Prototype,2
Sukhoi Su-47,Russia,1997,Prototype,1
Sukhoi Su-57/HAL FGFA,Russia/India,2010,Prototype,3
Sukhoi Su-30MKI,India/Russia,2000,Operational,230
Supermarine 224 F.7/30,UK,1934,Prototype,1
Supermarine 508,UK,1951,Prototype,2
Supermarine 510,UK,1948,Prototype,1
Supermarine 525,UK,1954,Prototype,1
Supermarine 528,UK,1950,Prototype,1
Supermarine 529,UK,1952,Prototype,1
Supermarine 535,UK,1950,Prototype,1
Supermarine Attacker,UK,1946,Production,185
Supermarine Scimitar,UK,1956,Production,76
Supermarine Seafang,UK,1946,Prototype,18
Supermarine Seafire,UK,1941,Production,2334
Supermarine Sea King,UK,1920,Prototype,2
Supermarine Spitfire,UK,1936,Production,20351
Supermarine Spiteful,UK,1944,Prototype,19
Supermarine Swift,UK,1948,Production,197
Svenska Aero Jaktfalken I & II,Sweden,1929,Production,19
Tachikawa Ki-106,Japan,1945,Prototype,3
Tairov Ta-1,USSR,1939,Prototype,2
Tairov Ta-3,USSR,1939,Prototype,4
Tebaldi-Zari,Italy,1919,Prototype,1
Tereshchenko No 7,Russia,1916,Prototype,1
Thomas-Morse MB-1,US,1918,Prototype,2
Thomas-Morse MB-2,US,1918,Prototype,2
Thomas-Morse MB-3,US,1919,Production,260
Thomas-Morse MB-9,US,1922,Prototype,1
Thomas-Morse XP-13,US,1929,Prototype,1
Thomas Morse TM-23,US,1924,Prototype,1
Thulin K,Sweden,1917,Production,19
TNCA Series C Microplano,Mexico,1918,Prototype,1
TNCA Series E Tololoche,Mexico,1924,Production,4
Tokorozawa Koshiki-2,Japan,1922,Prototype,2
Tomasevic I-110,USSR,1942,Prototype,1
Tupolev ANT-5/I-4,USSR,1927,Production,369
Tupolev ANT-13/I-8,USSR,1930,Prototype,1
Tupolev ANT-21,USSR,1933,Prototype,2
Tupolev ANT-23/I-12,USSR,1931,Prototype,1
Tupolev ANT-29,USSR,1935,Prototype,1
Tupolev ANT-31/I-14,USSR,1933,Production,20
Tupolev ANT-46/DI-8,USSR,1935,Prototype,1
Tupolev Tu-1,USSR,1947,Prototype,1
Tupolev Tu-28/Tu-128,USSR,1961,Production,188
TAI TFX,Turkey,2022,Project,0
VEF I-16,Latvia,1940,Prototype,10
VFW VAK 191B,West Germany,1971,Prototype,3
VL Humu,Finland,1944,Prototype,1
VL Mörkö-Morane,Finland,1943,Production,41
VL Myrsky,Finland,1941,Production,51
VL Pyörremyrsky,Finland,1945,Prototype,1
Vickers E.F.B.1,UK,1913,Prototype,1
Vickers E.F.B.2,UK,1913,Prototype,1
Vickers E.F.B.3,UK,1913,Prototype,1
Vickers F.B.5,UK,1914,Production,224
Vickers E.F.B.7,UK,1915,Prototype,1
Vickers E.F.B.8,UK,1915,Prototype,1
Vickers F.B.9,UK,1915,Production,119
Vickers F.B.11,UK,1916,Prototype,1
Vickers F.B.12,UK,1916,Production,20
Vickers F.B.16,UK,1916,Prototype,3
Vickers F.B.19,UK,1916,Production,62
Vickers F.B.24,UK,1917,Prototype,3
Vickers F.B.25,UK,1917,Prototype,1
Vickers E.S.1,UK,1915,Prototype,3
Vickers Jockey,UK,1930,Prototype,1
Vickers Type 123 & 141,UK,1926,Prototype,1
Vickers Type 143 Bolivian Scout,UK,1929,Production,6
Vickers Type 161,UK,1931,Prototype,1
Vickers Type 177,UK,1929,Prototype,1
Vickers Type 432,UK,1942,Prototype,1
Vickers Vampire,UK,1917,Prototype,4
Vickers Venom,UK,1936,Prototype,1
Vickers Vireo,UK,1928,Prototype,1
Villiers II,France,1925,Production,32
Villiers V,France,1926,Prototype,1
Villiers VIII,France,1926,Prototype,1
Villiers XXIV,France,1926,Prototype,1
Vought VE-7S & VE-7SF,US,1917,Production,12
Vought VE-8,US,1918,Prototype,2
Vought VE-9,US,1922,Production,41
Vought V-80,US,1933,Production,5
Vought V-141/V-143,US,1936,Prototype,1
Vought FU,US,1926,Production,20
Vought XF2U,US,1929,Prototype,1
Vought XF3U,US,1933,Prototype,1
